Year,Name,College,Position,Height (in),Weight (lbs),Wonderlic,40 Yard Dash,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle ,3Cone
2009,Michael Crabtree,Texas Tech,WR,73.375,215,,9.99,,,,9.99,9.99
2009,Aaron Curry,Wake Forest,OLB,73.75,254,,4.52,25,37,124,4.51,7.15
2009,Brian Cushing,Southern California,OLB,74.875,243,23,4.64,30,35,120,4.22,6.84
2009,Chase Daniel,Missouri,QB,72,218,,4.79,,33,,4.31,7.28
2009,C.J. Davis,Pittsburgh,OG,74,308,,5.51,21,25.5,88,4.93,8.09
2009,James Davis,Clemson,RB,71,218,,4.55,17,32,109,4.37,7.15
2009,Mike Davis,South Carolina,RB,69.125,202,,9.99,,,,9.99,9.99
2009,Nate Davis,Ball State (IN),QB,73.375,226,,4.95,,26.5,99,9.99,9.99
2009,Rulon Davis,California,DE,76.75,281,,5,20,30,111,9.99,9.99
2009,Vontae Davis,Illinois,CB,71.125,203,,4.4,25,36,125,4.07,6.75
2009,Will Davis,Illinois,DE,74.125,261,,4.84,27,33,115,4.45,7.38
2009,Louis Delmas,Western Michigan,FS,71.375,202,12,4.52,12,37,126,4.17,6.67
2009,Jarett Dillard,Rice (TX),WR,70.25,191,,4.52,13,42.5,129,4.41,7.1
2009,Davon Drew,East Carolina (NC),TE,75.75,256,,4.78,17,29.5,113,4.56,7.28
2009,Ryan Durand,Syracuse,OG,76.75,305,,9.99,,,,9.99,9.99
2009,Julian Edelman,Kent State (OH),WR,70.375,195,,9.99,,,,9.99,9.99
2009,Dominique Edison,Stephen F. Austin (TX),WR,74.125,204,,4.43,,37,120,4.18,9.99
2009,Pannel Egboh,Stanford,DE,77.75,276,,4.9,26,31.5,116,4.4,7.24
2009,Kevin Ellison,Southern California,OLB,72.875,227,,4.8,32,,,9.99,9.99
2009,Larry English,Northern Illinois,OLB,74.125,255,,4.82,24,36,107,4.38,7.26
2009,Maurice Evans,Penn State,DE,73.5,274,,5,17,29,107,4.57,7.32
2009,Paul Fanaika,Arizona State,OG,77.125,327,,5.48,15,,,9.99,9.99
2009,Marlon Favorite,Louisiana State,DT,72.875,317,,5.12,26,,,9.99,9.99
2009,Ray Feinga,Brigham Young,OG,76.13,337,,5.32,30,,,9.99,9.99
2009,Anthony Felder,California,ILB,73.875,233,,4.69,28,,116,9.99,9.99
2009,Robby Felix,Texas-El Paso,C,75.25,302,,5.2,33,29,97,4.73,7.96
2009,Tony Fiammetta,Syracuse,FB,72.125,245,,4.58,30,34,112,4.49,7.31
2009,Alex Fletcher,Stanford,C,74.25,297,,5.39,30,28,96,4.65,7.78
2009,Bradley Fletcher,Iowa,CB,72.375,196,,4.47,20,38.5,122,4.29,7.04
2009,Matt Fodge,Oklahoma State,P,72.25,193,,9.99,,,,9.99,9.99
2009,Moise Fokou,Maryland,OLB,73.125,233,,4.65,12,31,121,4.28,7.09
2009,Zack Follett,California,OLB,73.875,236,,4.69,,37,117,9.99,7.31
2009,Arian Foster,Tennessee,RB,72.75,226,,4.68,23,,,9.99,9.99
2009,Brooks Foster,North Carolina,WR,72.5,201,,4.45,27,,,9.99,9.99
2009,Ramon Foster,Tennessee,OT,77.125,328,,5.57,20,26,92,4.98,7.96
2009,Coye Francies,San Jose State,CB,72.375,185,,4.63,24,36,123,4.24,6.81
2009,Rob Francois,Iowa State,OLB,74.125,244,,9.99,,,,9.99,9.99
2009,Josh Freeman,Kansas State,QB,77.75,248,27,4.9,,33.5,119,4.43,7.11
2009,Marcus Freeman,Ohio State,OLB,72.625,239,,4.65,30,37,113,4.12,6.98
2009,Xavier Fulton,Illinois,OT,76.25,302,,5.01,27,31,111,4.56,7.35
2009,Graham Gano,Florida State,K,72.375,194,,9.99,,,,9.99,9.99
2009,Juan Garcia,Washington,OG,74.25,307,,5.42,34,25,93,4.87,8
2009,Andrew Gardner,Georgia Tech,OT,78.75,304,,9.99,,,,9.99,9.99
2009,Dan Gay,Baylor,OG,75.875,308,,5.5,18,22.5,86,5.42,8.67
2009,Brandon Gibson,Washington State,WR,72.375,210,,9.99,,,,9.99,9.99
2009,Jarron Gilbert,San Jose State,DE,77.25,288,,4.81,28,35.5,119,4.56,7.7
2009,Cody Glenn,Nebraska,OLB,72,244,,4.78,25,,,9.99,9.99
2009,Mike Goodson,Texas A&M,RB,71.875,208,,4.46,14,39.5,118,4.22,6.89
2009,Adrian Grady,Louisville,DT,73.375,298,,5.19,31,32,105,4.72,7.68
2009,Tyronne Green,Auburn,OG,73.75,309,,5.4,22,,,9.99,9.99
2009,Courtney Greene,Rutgers,SS,72.25,212,,4.55,21,34.5,116,4.16,7.35
2009,Shonn Greene,Iowa,RB,70.5,227,,4.62,19,37,121,4.4,7.1
2009,Sean Griffin,Michigan,LS,73.5,242,,5.18,14,,,9.99,9.99
2009,Dan Gronkowski,Maryland,TE,77.5,255,,4.79,26,33,122,4.26,6.92
2009,Michael Hamlin,Clemson,SS,74,214,,4.57,17,37.5,117,4.42,7.14
2009,Cullen Harper,Clemson,QB,75,225,,4.95,19,30,105,4.49,7.43
2009,Graham Harrell,Texas Tech,QB,74.125,223,23,5.07,,29.5,98,4.56,7.45
2009,Cary Harris,Southern California,CB,71.375,187,,4.58,18,,,9.99,9.99
2009,Macho Harris,Rutgers,CB,71.25,198,,4.73,,33.5,118,3.98,6.68
2009,Nic Harris,Oklahoma,OLB,74.375,234,,4.86,15,31.5,109,4.37,7.05
2009,Ra'Shon Harris,Oregon,DT,75.75,298,,4.99,28,25.5,106,4.87,8.18
2009,Sunny Harris,Michigan State,DT,75.75,298,,5.05,28,25.5,106,4.87,8.18
2009,Victor Harris,Virginia Tech,CB,71.25,198,,4.68,,33.5,118,3.98,6.68
2009,Brian Hartline,Ohio State,WR,73.625,195,,4.52,,34.5,120,4.12,6.65
2009,Percy Harvin,Florida,WR,71.125,192,12,4.39,19,,,9.99,9.99
2009,Brett Helms,Louisiana State,C,74,286,,5.36,25,,,9.99,9.99
2009,Robert Henson,Texas Christian,ILB,72.125,240,,9.99,,,,9.99,9.99
2009,Darrius Heyward-Bey,Maryland,WR,73.625,210,,4.25,16,38.5,126,4.18,6.8
2009,Anthony Hill,North Carolina State,TE,77,262,,4.84,21,30.5,107,4.56,7.31
2009,P.J. Hill,Wisconsin,RB,70.25,222,,9.99,,,,9.99,9.99
2009,Sammie Hill,Colorado,DT,75.875,329,,5.17,27,28,109,4.97,7.89
2009,SammieLee Hill,Stillman (AL),DT,75.88,329,,5.12,27,28,109,4.97,7.89
2009,Stephen Hodge,Texas Christian,OLB,71.625,234,,4.59,22,35,115,4.34,7.21
2009,Chase Holbrook,New Mexico State,QB,76.125,242,,5.12,,27,108,4.65,7.93
2009,Lendy Holmes,Oklahoma,FS,72,206,,4.69,16,32,112,4.32,7.28
2009,Evander Hood,Missouri,DT,74.88,300,,4.83,34,33,108,4.55,7.5
2009,Ziggy Hood,Missouri,DT,74.875,300,,4.97,34,33,108,4.55,7.5
2009,Brian Hoyer,Michigan State,QB,74,215,,5.02,,32,109,4.42,7.1
2009,Kevin Huber,Cincinnati,P,72.875,220,,9.99,,,,9.99,9.99
2009,Brandon Hughes,Oregon State,CB,70.5,182,,4.4,8,36.5,128,4.23,6.9
2009,Juaquin Iglesias,Oklahoma,WR,72.875,210,,4.44,,34.5,116,4.4,9.99
2009,Cornelius Ingram,Florida,TE,75.88,245,,4.68,21,33,,4.53,7.12
2009,Jake Ingram,Hawaii,LS,74.875,232,,5.04,15,,,9.99,9.99
2009,Corvey Irvin,Georgia,DT,75,301,,4.96,24,24.5,97,4.73,7.44
2009,Greg Isdaner,West Virginia,OG,75.5,325,,5.42,24,27,92,5.07,7.96
2009,Mortty Ivy,West Virginia,ILB,73.5,248,,4.88,18,25.5,104,4.75,7.35
2009,Tyson Jackson,Louisiana State,DE,76.125,296,,4.94,,28.5,102,4.8,7.64
2009,Tim Jamison,Michigan,DE,74.5,256,,5.07,21,30,107,4.6,7.56
2009,Ricky Jean Francois,Louisiana State,DT,75,295,,5.18,25,26,,9.99,9.99
2009,Ricky Jean-Francois,Iowa,DT,74.625,295,,9.99,25,26,93,9.99,9.99
2009,Malcolm Jenkins,Ohio State,CB,72.125,204,,4.51,15,33,124,4.08,6.59
2009,Rashad Jennings,Liberty (VA),RB,73,231,,4.59,29,34,120,4.2,6.86
2009,Peria Jerry,Mississippi,DT,73.75,299,,9.99,,,,9.99,9.99
2009,Bruce Johnson,Miami (FL),CB,69.5,170,,4.49,6,34.5,125,4.05,6.71
2009,David Johnson,Arkansas State,FB,73.5,260,,4.73,21,32.5,113,4.43,7.28
2009,Domonique Johnson,Jackson State (MS),CB,74,198,,4.5,7,32,116,4.3,7
2009,Gartrell Johnson,Colorado State,RB,70.25,219,,4.75,20,34,114,9.99,9.99
2009,Herman Johnson,Louisiana State,OG,79.25,356,,5.5,21,,,9.99,9.99
2009,Ian Johnson,Boise State,RB,71.25,212,,4.41,26,33,116,4.18,6.93
2009,Jeremiah Johnson,Oregon,RB,68.875,209,,4.62,20,35,115,9.99,9.99
2009,Manuel Johnson,Oklahoma,WR,70.875,189,,9.99,,,,9.99,9.99
2009,Michael Johnson,Georgia Tech,DE,78.875,266,,4.69,28,38.5,128,4.37,7.42
2009,Quinn Johnson,Louisiana State,FB,72.75,246,,4.82,16,32,115,9.99,9.99
2009,Rashad Johnson,Alabama,FS,71.25,203,,4.49,15,37,120,4.23,7.09
2009,Taurus Johnson,South Florida,WR,72.25,206,,4.49,18,35.5,121,4.24,7.37
2009,Will Johnson,Michigan,DE,76.125,281,,9.99,,,,9.99,9.99
2009,Brad Jones,Colorado,OLB,74.875,232,,9.99,,,,9.99,9.99
2009,Aaron Kelly,Clemson,WR,76.5,204,,4.49,11,38,119,4.45,7.25
2009,Andy Kemp,Wisconsin,OG,76.75,313,,5.48,23,25.5,91,4.86,7.86
2009,Anthony Kimble,Stanford,RB,72.25,216,,4.6,17,36,122,4.4,7.08
2009,Derek Kinder,Pittsburgh,WR,72.125,202,,9.99,,,,9.99,9.99
2009,Mitch King,Iowa,DT,73.5,280,,4.83,23,33.5,109,4.58,7.6
2009,Terrance Knighton,Temple,DT,75,321,,5.21,,28,103,4.78,7.9
2009,Johnny Knox,Abilene Christian (TX),WR,71.5,185,,4.29,,35,122,4.15,6.81
2009,Troy Kropog,Tulane (LA),OT,77.375,309,,5.3,21,30,100,4.84,7.65
2009,Paul Kruger,Utah,DE,76.25,263,,4.83,24,32.5,108,4.47,7.52
2009,T.J. Lang,Eastern Michigan,OG,76,316,,9.99,,,,9.99,9.99
2009,Ellis Lankster,West Virginia,CB,69.125,191,,9.99,,,,9.99,9.99
2009,James Laurinaitis,Ohio State,ILB,73.875,244,,4.76,22,33,115,4.24,6.93
2009,Quinten Lawrence,McNeese State (LA),WR,71.625,184,,4.4,20,,,9.99,9.99
2009,Joshua Leonard,Michigan State,DT,74.375,298,,9.99,,,,9.99,9.99
2009,Andy Levitre,Oregon State,OG,74.625,305,,5.33,23,30.5,103,4.52,9.99
2009,DeAndre Levy,Wisconsin,OLB,73.75,236,,4.56,19,,119,9.99,9.99
2009,Aaron Lewis,Texas,DE,75.125,277,,9.99,,,,9.99,9.99
2009,Cornelius Lewis,Tennessee State,OT,75.5,332,,5.22,29,24.5,90,9.99,9.99
2009,Keenan Lewis,Oregon State,CB,72.875,195,,4.47,19,33.5,123,9.99,9.99
2009,Kyle Link,McNeese State (LA),OT,77.375,305,,5.48,19,,,9.99,9.99
2009,Phil Loadholt,Oklahoma,OT,79.75,332,,5.49,24,29,95,5.06,8.18
2009,Lance Louis,San Diego State,OG,74.375,303,,9.99,,,,9.99,9.99
2009,Marlon Lucky,Nebraska,RB,71.375,216,,4.5,18,33.5,114,9.99,7.1
2009,Jonathan Luigs,Arkansas,C,75.625,301,,5.14,26,31,99,4.79,7.69
2009,Alex Mack,California,C,75.875,311,,9.99,,,,9.99,9.99
2009,Jeremy Maclin,Missouri,WR,72.125,198,25,4.45,,,,9.99,9.99
2009,Alex Magee,Purdue,DT,74.625,298,,5.03,30,29.5,103,4.55,7.52
2009,Kaluka Maiava,Southern California,OLB,71.5,229,,4.7,30,,110,4.2,6.98
2009,Marcus Mailei,Weber State (UT),FB,71.75,248,,4.87,22,35,113,4.33,7.36
2009,Brennan Marion,Tulsa (OK),WR,71.375,187,,9.99,,,,9.99,9.99
2009,Sen'Derrick Marks,Auburn,DT,73.75,306,,5,,33,,9.99,9.99
2009,Orion Martin,Virginia Tech,DE,74.25,262,,4.81,24,32,108,4.63,7.9
2009,Sherrod Martin,Troy (AL),CB,73,198,,4.43,12,36,123,3.98,6.6
2009,Vaughn Martin,Western Ontario (Canada),DT,75.125,331,,9.99,,,,9.99,9.99
2009,Jose Martinez,Texas-El Paso,K,69.375,197,,9.99,,,,9.99,9.99
2009,Mohamed Massaquoi,Georgia,WR,73.5,210,,4.6,,36.5,127,9.99,9.99
2009,Tim Masthay,Kentucky,P,73.5,198,,4.88,8,,,9.99,9.99
2009,Clay Matthews,Southern California,OLB,75.125,240,27,4.62,23,35.5,121,4.18,6.9
2009,Rey Maualuga,Southern California,ILB,73.75,249,15,4.78,23,,107,9.99,9.99
2009,Josh Mauga,Nevada,ILB,73.375,243,,9.99,,,,9.99,9.99
2009,Aaron Maybin,Penn State,DE,75.75,249,,4.78,22,38,124,4.38,7.52
2009,Pat McAfee,West Virginia,K,71.5,228,,9.99,,,,9.99,9.99
2009,Darcel McBath,Texas Tech,FS,72.25,198,,4.58,14,38,119,4.16,6.8
2009,Brice McCain,Utah,CB,68.875,185,,9.99,,,,9.99,9.99
2009,Marcus McClinton,Kentucky,FS,72.25,210,,4.51,16,37,120,4.22,7.45
2009,Jason McCourty,Rutgers,CB,70.375,193,,9.99,,,,9.99,9.99
2009,LeSean McCoy,Pittsburgh,RB,70.375,198,,9.99,,,,9.99,9.99
2009,Clinton McDonald,Memphis,DT,73.75,283,,9.99,,,,9.99,9.99
2009,Stephen McGee,Texas A&M,QB,74.88,225,,4.61,,33,112,4.49,7.34
2009,Ryan McKee,Southern Mississippi,OT,78.375,296,,9.99,,,,9.99,9.99
2009,Tyrone McKenzie,South Florida,OLB,73.625,243,,4.76,27,,112,9.99,9.99
2009,Scott McKillop,Pittsburgh,ILB,72.875,244,,4.7,27,35.5,119,4.39,7
2009,Kenny McKinley,South Carolina,WR,72.375,189,,4.37,,37,113,4.1,6.96
2009,Gerald McRath,Southern Mississippi,ILB,73.875,231,,4.49,19,34,123,4.35,7.24
2009,Andrew Means,Indiana,WR,72.625,214,,4.46,12,34.5,116,4.21,6.85
2009,Henry Melton,Texas,DE,75.625,269,,9.99,,,,9.99,9.99
2009,Jamon Meredith,South Carolina,OT,76.625,304,,4.99,31,28,105,4.82,8.01
2009,Mike Mickens,Cincinnati,CB,71.5,184,,9.99,,,,9.99,9.99
2009,William Middleton,Furman (SC),CB,69.375,193,,9.99,,,,9.99,9.99
2009,Maurice Miller,Mississippi,OG,75.13,327,,5.44,21,28.5,97,5.03,8.42
2009,Mo Miller,Michigan State,OG,75.125,327,,5.54,21,28.5,97,5.03,8.42
2009,Roy Miller,Texas,DT,73.25,310,,4.95,36,32,103,4.74,8.01
2009,Zach Miller,Nebraska-Omaha,TE,75.75,233,,9.99,,,,9.99,9.99
2009,Khalif Mitchell,East Carolina (NC),DT,77,318,,5.08,30,30,109,4.71,7.45
2009,Marko Mitchell,Nevada,WR,75.625,218,,4.43,9,32,116,4.33,7.04
2009,Mike Mitchell,Ohio,SS,71.875,220,,9.99,,,,9.99,9.99
2009,Fili Moala,Southern California,DT,76,305,,5.07,25,30.5,100,9.99,9.99
2009,Eugene Monroe,Virginia,OT,77.25,309,24,5.18,23,28.5,110,4.78,7.86
2009,D.J. Moore,Vanderbilt,CB,68.875,192,,4.56,17,39.5,118,4.28,7.01
2009,Devin Moore,Wyoming,RB,69.625,187,,9.99,,,,9.99,9.99
2009,Kyle Moore,Southern California,DE,77,272,,4.81,22,30.5,105,4.47,7.4
2009,William Moore,Missouri,SS,72.13,221,,4.56,16,37,123,4.26,6.81
2009,Knowshon Moreno,Georgia,RB,70.625,217,,4.5,25,35.5,115,4.27,6.84
2009,Cameron Morrah,California,TE,75.375,244,,4.65,24,32.5,115,4.36,6.99
2009,Thomas Morstead,Southern Methodist (TX),P,76.25,225,,4.88,19,,,9.99,9.99
2009,Ryan Mouton,Hawaii,CB,69,187,,4.51,18,39.5,129,9.99,9.99
2009,Captain Munnerlyn,South Carolina,CB,68.5,182,,4.51,19,37.5,121,4.2,7.15
2009,Louis Murphy,Florida,WR,74.375,203,,4.32,12,,,9.99,9.99
2009,Lydon Murtha,Nebraska,OT,79,306,,4.82,25,35,110,4.34,7.06
2009,Brandon Myers,Iowa,TE,75.375,250,,9.99,,,,9.99,9.99
2009,Rob Myers,Utah State,FB,75.125,243,,9.99,,,,9.99,9.99
2009,John Nalbone,Monmouth (NJ),TE,76.125,251,,9.99,,,,9.99,9.99
2009,Shawn Nelson,Southern Mississippi,TE,77,240,,4.52,19,33,115,4.46,6.96
2009,Hakeem Nicks,North Carolina,WR,72.75,212,11,4.51,,36,,9.99,9.99
2009,Troy Nolan,Arizona State,FS,72.5,206,,4.63,12,31.5,117,4.3,7.06
2009,Slade Norris,Oregon State,OLB,74.125,232,,9.99,,,,9.99,9.99
2009,Jordan Norwood,Penn State,WR,70.875,179,,4.62,,38,119,4.2,6.8
2009,Keith Null,West Texas A&M,QB,75.125,222,,9.99,,,,9.99,9.99
2009,Chris Ogbonnaya,Texas,RB,71.75,220,,4.57,19,35,111,4.29,6.85
2009,Kevin Ogletree,Virginia,WR,72.5,196,,4.36,,36,122,4.08,6.67
2009,Michael Oher,Mississippi,OT,76.5,309,19,5.34,21,30.5,103,4.6,7.81
2009,Rich Ohrnberger,Penn State,OG,74.25,297,,9.99,,,,9.99,9.99
2009,Seth Olsen,Iowa,OG,76.625,306,,5.23,23,24.5,90,4.7,7.59
2009,Brian Orakpo,Texas,DE,75,263,,4.63,31,39.5,,9.99,9.99
2009,Branden Ore,West Liberty (WV),RB,70.875,214,,4.61,21,36,112,4.44,7.35
2009,Greg Orton,Purdue,WR,74.625,207,,4.75,22,38,125,4.33,6.9
2009,Wopamo Osaisai,Stanford,CB,69.75,197,,9.99,14,,,9.99,9.99
2009,Chris Owens,San Jose State,CB,69.75,181,,4.51,14,34.5,110,4.16,6.93
2009,Christopher Owens,San Jose State,CB,69.75,181,,4.44,14,34.5,110,4.16,6.93
2009,Curtis Painter,Purdue,QB,74.875,225,,4.87,,29,102,4.48,7
2009,Ryan Palmer,Texas,CB,68.125,190,,4.54,16,36.5,121,4.29,7.12
2009,Anthony Parker,Tennessee,OG,73.875,297,,5.08,24,,,9.99,9.99
2009,Augustus Parrish,Kent State (OH),OT,76,303,,5.35,21,,78,9.99,9.99
2009,Bear Pascoe,Frenso State (CA),TE,77.125,251,,4.96,,26.5,107,4.55,7.65
2009,Darius Passmore,Marshall (WV),WR,72.375,188,,4.51,,33.5,,9.99,9.99
2009,Everette Pedescleaux,Northern Iowa,DE,77.375,305,,9.99,,,,9.99,9.99
2009,Cedric Peerman,Virginia,RB,69.5,216,,4.34,27,40,117,4.29,6.99
2009,Derek Pegues,Mississippi State,FS,69.625,199,,4.63,23,36,119,4.3,7.08
2009,Brandon Pettigrew,Oklahoma State,TE,77.375,263,,4.8,22,33,118,4.37,7.12
2009,Jason Phillips,Texas Christian,ILB,72.75,239,,4.6,20,34,120,4.32,9.99
2009,John Phillips,Virginia,TE,77.375,251,,4.78,20,33.5,112,4.27,6.84
2009,Zach Potter,Nebraska,DE,78.75,279,,4.9,20,31,106,4.48,7.75
2009,Jerraud Powers,Auburn,CB,69.125,188,,4.51,15,36.5,122,4.08,7.09
2009,Myron Pryor,Kentucky,DT,72.25,319,,5.03,,30,107,4.75,8.16
2009,Glover Quin,New Mexico,FS,70.75,204,,4.5,22,38,119,4.43,7.39
2009,Richard Quinn,North Carolina,TE,75.875,264,,4.88,24,32.5,119,4.62,7.5
2009,B.J. Raji,Boston College,DT,73.5,337,,5.12,33,32,103,4.69,7.9
2009,Nick Reed,Oregon,ILB,73.375,245,,9.99,,,,9.99,9.99
2009,Mike Reilly,Central Washington,QB,75,214,,4.79,,30.5,109,4.11,6.76
2009,Garrett Reynolds,North Carolina,OT,79.625,309,,5.4,19,22,94,4.88,7.87
2009,Darryl Richard,Georgia Tech,DT,74.5,303,,5.08,17,25.5,,9.99,9.99
2009,David Richmond,San Jose State,WR,73.75,197,,4.66,,36.5,,4.42,9.99
2009,Javon Ringer,Michigan State,RB,69.125,205,,4.55,23,34,115,4.11,6.87
2009,Duke Robinson,Oklahoma,OG,77,329,,5.32,,,,9.99,9.99
2009,Lee Robinson,Alcorn State (MS),OLB,74.25,249,,4.71,24,32.5,113,4.67,7.57
2009,Brian Robiskie,Ohio State,WR,74.875,209,,4.46,,37.5,,4.19,6.72
2009,Louie Sakoda,Utah,K,68.5,176,,9.99,,,,9.99,9.99
2009,Mark Sanchez,Southern California,QB,74.125,227,28,4.93,,32.5,116,4.21,7.06
2009,Jamarca Sanford,Mississippi,SS,69.875,214,,4.5,29,33.5,116,4.2,7.02
2009,Lydell Sargeant,Penn State,CB,68.875,190,,4.49,15,35,117,4.21,7
2009,Blake Schlueter,Texas Christian,C,74.375,290,,9.99,,,,9.99,9.99
2009,Nick Schommer,North Dakota State,FS,71.75,201,,9.99,,,,9.99,9.99
2009,Bernard Scott,Abilene Christian (TX),RB,70.25,200,,4.44,21,36,125,4.08,6.82
2009,Darell Scott,West Virginia,DT,75.25,312,,4.97,29,30.5,107,4.84,8.28
2009,Dorell Scott,Clemson,DT,75.25,312,,4.92,29,30.5,107,4.84,8.28
2009,Matt Shaughnessy,Wisconsin,DE,77,266,,4.86,24,30.5,112,4.88,7.68
2009,Kory Sheets,Purdue,RB,71.125,208,,4.39,15,37,121,4.39,7.18
2009,A.Q. Shipley,Penn State,C,73.125,304,,5.19,33,31,100,4.4,7.46
2009,Lawrence Sidbury,Illinois,DE,74.375,266,,4.64,28,35,120,4.43,7.46
2009,Lawrence Sidbury,Richmond (VA),DE,74.38,266,,4.53,28,35,120,4.43,7.46
2009,Jamarko Simmons,Western Michigan,WR,73.75,231,,9.99,,,,9.99,9.99
2009,Clint Sintim,Virginia,OLB,74.75,256,,4.75,,34.5,119,4.4,7.37
2009,Matt Slauson,Nebraska,OG,76.875,316,,9.99,,34,110,4.86,7.86
2009,Alphonso Smith,Wake Forest,CB,69,193,,4.47,13,34,125,4.38,7.09
2009,Andre Smith,Alabama,OT,76,332,,9.99,,,,9.99,9.99
2009,DeAngelo Smith,Cincinnati,CB,70.625,194,,4.5,17,31.5,109,4.35,7.27
2009,Jason Smith,Baylor,OT,77,309,23,5.09,33,24,96,4.69,7.53
2009,Sean Smith,Utah,CB,75.5,214,,4.5,10,34,119,4.15,6.92
2009,Brannan Southerland,Georgia,FB,72,242,,4.69,28,38,120,4.4,7.4
2009,Kory Sperry,Colorado State,TE,76.75,238,,4.7,20,33.5,122,4.25,7
2009,C.J. Spillman,Marshall (WV),FS,72,197,,4.45,,41.5,122,4.33,7.05
2009,Matthew Stafford,Georgia,QB,74.25,225,38,4.81,,30.5,107,4.47,7.06
2009,LaRod Stephens-Howling,Pittsburgh,RB,66.5,180,,9.99,,,,9.99,9.99
2009,Sammie Stroughter,Oregon State,WR,69.375,189,,4.54,13,30,110,4.28,7.03
2009,Ryan Succop,South Carolina,K,74.375,218,,9.99,,,,9.99,9.99
2009,Stryker Sulak,Missouri,DE,76.5,251,,4.63,22,31,113,4.58,7.31
2009,Frank Summers,Nevada Las Vegas,FB,69.125,241,,9.99,,,,9.99,9.99
2009,Tyrell Sutton,Northwestern,RB,68,211,,4.68,,33,114,4.32,6.94
2009,Sam Swank,Wake Forest,K,72,193,,9.99,,,,9.99,9.99
2009,Nate Swift,Nebraska,WR,73.375,203,,4.7,12,35.5,110,4.24,6.78
2009,Brandon Tate,North Carolina,WR,71.875,183,,9.99,,,,9.99,9.99
2009,Curtis Taylor,Louisiana State,FS,74.25,207,,4.64,13,37.5,129,4.23,7.25
2009,Terrance Taylor,Michigan,DT,72,306,,5.22,37,30,104,5.06,7.78
2009,Mike Teel,Rutgers,QB,75,225,,9.99,,,,9.99,9.99
2009,Jaimie Thomas,Maryland,OG,76,323,,5.29,20,,,9.99,9.99
2009,Mike Thomas,Arizona,WR,67.875,195,,4.3,,40.5,126,4.28,6.65
2009,Greg Toler,Saint Paul's,CB,71.25,191,,9.99,,,,9.99,9.99
2009,Morgan Trent,Michigan,CB,72.625,193,,4.5,23,38,127,4.01,7.05
2009,Fenuki Tupou,Oregon,OT,77.375,314,,5.4,24,25.5,94,5.02,8.33
2009,Patrick Turner,Southern California,WR,77.125,223,,9.99,,,,9.99,9.99
2009,Brandon Underwood,Cincinnati,FS,73,198,,4.5,16,36.5,125,4.2,7
2009,Tiquan Underwood,Rutgers,WR,73.125,184,,4.31,7,41.5,129,4.11,6.62
2009,Max Unger,Oregon,C,76.625,309,,5.26,22,24.5,93,4.5,7.39
2009,Kraig Urbik,Wisconsin,OG,77.125,328,,5.37,29,24,94,4.89,7.87
2009,Jose Valdez,Arkansas,OT,76.375,315,,5.23,15,29.5,100,4.93,7.93
2009,Louis Vasquez,Texas Tech,OG,76.75,333,,5.22,39,,,9.99,9.99
2009,Chip Vaughn,Wake Forest,SS,73.375,221,,4.42,21,37,125,4.12,7.03
2009,David Veikune,Hawaii,DE,74.38,257,,4.79,35,33,110,4.46,7.2
2009,Sebastian Vollmer,Houston,OT,79.625,312,,9.99,,,,9.99,9.99
2009,Brandon Walker,Oklahoma,OG,74.625,306,,5.09,26,34,109,5.07,9.99
2009,Derek Walker,Illinois,DE,75.75,268,,4.98,24,37.5,115,4.41,7.31
2009,Vance Walker,Georgia Tech,DT,73.875,304,,5.32,29,33,,9.99,9.99
2009,Mike Wallace,Mississippi,WR,72.375,199,,4.28,14,40,129,4.27,6.9
2009,Pierre Walters,Eastern Illinois,DE,76.25,269,,9.99,,,,9.99,9.99
2009,Donald Washington,Ohio State,CB,72.25,197,,4.5,9,45,135,4.2,6.84
2009,Jason Watkins,Florida,OT,78,318,,5.51,18,24.5,90,5.03,7.89
2009,Lardarius Webb,Nicholls State (LA),CB,69.75,179,,4.35,15,36.5,121,4.1,6.77
2009,Beanie Wells,Michigan State,RB,73,235,,4.59,25,33.5,128,9.99,9.99
2009,Chris Wells,Ohio State,RB,73,235,,4.52,25,33.5,128,9.99,9.99
2009,Pat White,West Virginia,QB,72.25,197,,4.55,,35,117,4.42,7.06
2009,Otis Wiley,Michigan State,SS,73,213,,9.99,,,,9.99,9.99
2009,Brandon Williams,Texas Tech,DE,74.5,261,,4.96,38,33,112,4.49,7.23
2009,Derrick Williams,Penn State,WR,71.5,194,,4.65,15,33,,9.99,9.99
2009,Eddie Williams,Idaho,FB,73.125,239,,4.79,23,,,9.99,9.99
2009,Edwin Williams,Maryland,C,74.25,308,,5.4,22,28.5,99,4.98,8.15
2009,Jaison Williams,Oregon,WR,76.125,237,,4.63,14,35.5,118,4.56,7.37
2009,Jason Williams,Western Illinois,OLB,73,241,,9.99,,,,9.99,9.99
2009,Javarris Williams,Tennessee State,RB,69.5,223,,4.51,25,33.5,116,9.99,9.99
2009,Worrell Williams,California,ILB,70.75,240,,4.83,23,35,111,9.99,9.99
2009,DeAngelo Willingham,Tennessee,FS,71.25,217,,9.99,,,,9.99,9.99
2009,Drew Willy,Buffalo,QB,75.125,215,,4.9,,30.5,109,4.45,7.18
2009,John Wilson,Alabama,QB,73.5,219,,4.87,,29.5,105,4.59,7.53
2009,John Parker Wilson,Alabama,QB,74,219,,4.75,,29.5,105,4.59,7.53
